GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,HC02,HC04,HC05,HC06,HC08,HC09
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographical Area,Geographical Area,Population,Housing  units,Area in square miles - Total area,Area in square miles - Water area,Area in square miles - Land area,Density per square mile of land area - Population,Density per square mile of land area - Housing  units
8500000US907,907,ZCTA3 907,8500000US907,907,ZCTA 907,ZCTA 907,599955,201292,676.75,454.62,222.13,2700.9,906.2
8500000US907,907,ZCTA3 907,8600000US90701,90701,ZCTA 907 - ZCTA 90701,ZCTA 90701,16380,4598,1.62,0.00,1.62,10136.4,2845.4
8500000US907,907,ZCTA3 907,8600000US90703,90703,ZCTA 907 - ZCTA 90703,ZCTA 90703,51542,15604,8.65,0.13,8.52,6050.9,1831.9
8500000US907,907,ZCTA3 907,8600000US90704,90704,ZCTA 907 - ZCTA 90704,ZCTA 90704,3696,1977,74.99,0.02,74.98,49.3,26.4
8500000US907,907,ZCTA3 907,8600000US90706,90706,ZCTA 907 - ZCTA 90706,ZCTA 90706,72878,24247,6.09,0.00,6.09,11965.6,3981.0
8500000US907,907,ZCTA3 907,8600000US90710,90710,ZCTA 907 - ZCTA 90710,ZCTA 90710,24640,8583,2.25,0.00,2.25,10962.7,3818.7
8500000US907,907,ZCTA3 907,8600000US90712,90712,ZCTA 907 - ZCTA 90712,ZCTA 90712,30171,10858,5.99,0.01,5.98,5044.3,1815.3
8500000US907,907,ZCTA3 907,8600000US90713,90713,ZCTA 907 - ZCTA 90713,ZCTA 90713,27549,9741,3.40,0.00,3.40,8113.0,2868.7
8500000US907,907,ZCTA3 907,8600000US90715,90715,ZCTA 907 - ZCTA 90715,ZCTA 90715,20884,6363,1.72,0.03,1.69,12326.6,3755.7
8500000US907,907,ZCTA3 907,8600000US90716,90716,ZCTA 907 - ZCTA 90716,ZCTA 90716,14850,3621,0.96,0.00,0.95,15593.1,3802.2
8500000US907,907,ZCTA3 907,8600000US90717,90717,ZCTA 907 - ZCTA 90717,ZCTA 90717,21060,8693,1.96,0.00,1.96,10733.9,4430.7
8500000US907,907,ZCTA3 907,8600000US90720,90720,ZCTA 907 - ZCTA 90720,ZCTA 90720,21328,7886,6.34,0.08,6.26,3409.6,1260.7
